order_time_id,order_time,order_time_hour,order_time_minute,order_time_second,order_time_am_pm,order_eat_time
142855,14:28:55,14,28,55,PM,Afternoon Snack
143022,14:30:22,14,30,22,PM,Afternoon Snack
144338,14:43:38,14,43,38,PM,Afternoon Snack
145319,14:53:19,14,53,19,PM,Afternoon Snack
150449,15:04:49,15,4,49,PM,Afternoon Snack
152511,15:25:11,15,25,11,PM,Afternoon Snack
153837,15:38:37,15,38,37,PM,Afternoon Snack
155333,15:53:33,15,53,33,PM,Afternoon Snack
155359,15:53:59,15,53,59,PM,Afternoon Snack
155449,15:54:49,15,54,49,PM,Afternoon Snack
155847,15:58:47,15,58,47,PM,Afternoon Snack
160407,16:04:07,16,4,7,PM,Afternoon Snack
161039,16:10:39,16,10,39,PM,Afternoon Snack
162232,16:22:32,16,22,32,PM,Afternoon Snack
163057,16:30:57,16,30,57,PM,Afternoon Snack
165829,16:58:29,16,58,29,PM,Afternoon Snack
172115,17:21:15,17,21,15,PM,Afternoon Snack
173832,17:38:32,17,38,32,PM,Afternoon Snack
174200,17:42:00,17,42,0,PM,Afternoon Snack
175655,17:56:55,17,56,55,PM,Afternoon Snack
175955,17:59:55,17,59,55,PM,Afternoon Snack
181411,18:14:11,18,14,11,PM,Dinner
182521,18:25:21,18,25,21,PM,Dinner
182756,18:27:56,18,27,56,PM,Dinner
190406,19:04:06,19,4,6,PM,Dinner
190956,19:09:56,19,9,56,PM,Dinner
200113,20:01:13,20,1,13,PM,Evening Snack
201433,20:14:33,20,14,33,PM,Evening Snack
202521,20:25:21,20,25,21,PM,Evening Snack
203909,20:39:09,20,39,9,PM,Evening Snack
214321,21:43:21,21,43,21,PM,Evening Snack
220205,22:02:05,22,2,5,PM,Evening Snack
225443,22:54:43,22,54,43,PM,Evening Snack
112746,11:27:46,11,27,46,AM,Brunch
113111,11:31:11,11,31,11,AM,Brunch
113751,11:37:51,11,37,51,AM,Brunch
115209,11:52:09,11,52,9,AM,Brunch
115311,11:53:11,11,53,11,AM,Brunch
121001,12:10:01,12,10,1,PM,Lunch
122243,12:22:43,12,22,43,PM,Lunch
123336,12:33:36,12,33,36,PM,Lunch
124615,12:46:15,12,46,15,PM,Lunch
125600,12:56:00,12,56,0,PM,Lunch
130012,13:00:12,13,0,12,PM,Lunch
131119,13:11:19,13,11,19,PM,Lunch
131242,13:12:42,13,12,42,PM,Lunch
131750,13:17:50,13,17,50,PM,Lunch
132238,13:22:38,13,22,38,PM,Lunch
134311,13:43:11,13,43,11,PM,Lunch
134646,13:46:46,13,46,46,PM,Lunch
135455,13:54:55,13,54,55,PM,Lunch
135940,13:59:40,13,59,40,PM,Lunch
143842,14:38:42,14,38,42,PM,Afternoon Snack
144651,14:46:51,14,46,51,PM,Afternoon Snack
145346,14:53:46,14,53,46,PM,Afternoon Snack
150024,15:00:24,15,0,24,PM,Afternoon Snack
153403,15:34:03,15,34,3,PM,Afternoon Snack
160627,16:06:27,16,6,27,PM,Afternoon Snack
160836,16:08:36,16,8,36,PM,Afternoon Snack
162118,16:21:18,16,21,18,PM,Afternoon Snack
162352,16:23:52,16,23,52,PM,Afternoon Snack
164957,16:49:57,16,49,57,PM,Afternoon Snack
165009,16:50:09,16,50,9,PM,Afternoon Snack
165702,16:57:02,16,57,2,PM,Afternoon Snack
170710,17:07:10,17,7,10,PM,Afternoon Snack
171926,17:19:26,17,19,26,PM,Afternoon Snack
172448,17:24:48,17,24,48,PM,Afternoon Snack
173746,17:37:46,17,37,46,PM,Afternoon Snack
180127,18:01:27,18,1,27,PM,Dinner
180955,18:09:55,18,9,55,PM,Dinner
181011,18:10:11,18,10,11,PM,Dinner
181735,18:17:35,18,17,35,PM,Dinner
182727,18:27:27,18,27,27,PM,Dinner
183855,18:38:55,18,38,55,PM,Dinner
192123,19:21:23,19,21,23,PM,Dinner
195222,19:52:22,19,52,22,PM,Dinner
200253,20:02:53,20,2,53,PM,Evening Snack
200834,20:08:34,20,8,34,PM,Evening Snack
202618,20:26:18,20,26,18,PM,Evening Snack
202923,20:29:23,20,29,23,PM,Evening Snack
204514,20:45:14,20,45,14,PM,Evening Snack
204810,20:48:10,20,48,10,PM,Evening Snack
205250,20:52:50,20,52,50,PM,Evening Snack
205507,20:55:07,20,55,7,PM,Evening Snack
205954,20:59:54,20,59,54,PM,Evening Snack
210056,21:00:56,21,0,56,PM,Evening Snack
210323,21:03:23,21,3,23,PM,Evening Snack
213436,21:34:36,21,34,36,PM,Evening Snack
213602,21:36:02,21,36,2,PM,Evening Snack
214622,21:46:22,21,46,22,PM,Evening Snack
215950,21:59:50,21,59,50,PM,Evening Snack
220043,22:00:43,22,0,43,PM,Evening Snack
220238,22:02:38,22,2,38,PM,Evening Snack
220927,22:09:27,22,9,27,PM,Evening Snack
222232,22:22:32,22,22,32,PM,Evening Snack
222452,22:24:52,22,24,52,PM,Evening Snack
223802,22:38:02,22,38,2,PM,Evening Snack
224126,22:41:26,22,41,26,PM,Evening Snack
114835,11:48:35,11,48,35,AM,Brunch
121023,12:10:23,12,10,23,PM,Lunch
122258,12:22:58,12,22,58,PM,Lunch
124249,12:42:49,12,42,49,PM,Lunch
131351,13:13:51,13,13,51,PM,Lunch
131744,13:17:44,13,17,44,PM,Lunch
140530,14:05:30,14,5,30,PM,Afternoon Snack
140703,14:07:03,14,7,3,PM,Afternoon Snack
141501,14:15:01,14,15,1,PM,Afternoon Snack
144149,14:41:49,14,41,49,PM,Afternoon Snack
151734,15:17:34,15,17,34,PM,Afternoon Snack
152742,15:27:42,15,27,42,PM,Afternoon Snack
154753,15:47:53,15,47,53,PM,Afternoon Snack
160135,16:01:35,16,1,35,PM,Afternoon Snack
161021,16:10:21,16,10,21,PM,Afternoon Snack
163919,16:39:19,16,39,19,PM,Afternoon Snack
164026,16:40:26,16,40,26,PM,Afternoon Snack
165635,16:56:35,16,56,35,PM,Afternoon Snack
170218,17:02:18,17,2,18,PM,Afternoon Snack
171558,17:15:58,17,15,58,PM,Afternoon Snack
172306,17:23:06,17,23,6,PM,Afternoon Snack
173120,17:31:20,17,31,20,PM,Afternoon Snack
174328,17:43:28,17,43,28,PM,Afternoon Snack
174926,17:49:26,17,49,26,PM,Afternoon Snack
175215,17:52:15,17,52,15,PM,Afternoon Snack
175507,17:55:07,17,55,7,PM,Afternoon Snack
180121,18:01:21,18,1,21,PM,Dinner
181004,18:10:04,18,10,4,PM,Dinner
181516,18:15:16,18,15,16,PM,Dinner
183258,18:32:58,18,32,58,PM,Dinner
184318,18:43:18,18,43,18,PM,Dinner
184320,18:43:20,18,43,20,PM,Dinner
184734,18:47:34,18,47,34,PM,Dinner
185337,18:53:37,18,53,37,PM,Dinner
185429,18:54:29,18,54,29,PM,Dinner
191109,19:11:09,19,11,9,PM,Dinner
191121,19:11:21,19,11,21,PM,Dinner
193544,19:35:44,19,35,44,PM,Dinner
193546,19:35:46,19,35,46,PM,Dinner
194004,19:40:04,19,40,4,PM,Dinner
194458,19:44:58,19,44,58,PM,Dinner
200000,20:00:00,20,0,0,PM,Evening Snack
200033,20:00:33,20,0,33,PM,Evening Snack
205205,20:52:05,20,52,5,PM,Evening Snack
212231,21:22:31,21,22,31,PM,Evening Snack
213151,21:31:51,21,31,51,PM,Evening Snack
213346,21:33:46,21,33,46,PM,Evening Snack
215809,21:58:09,21,58,9,PM,Evening Snack
221639,22:16:39,22,16,39,PM,Evening Snack
222246,22:22:46,22,22,46,PM,Evening Snack
222954,22:29:54,22,29,54,PM,Evening Snack
222957,22:29:57,22,29,57,PM,Evening Snack
225237,22:52:37,22,52,37,PM,Evening Snack
113524,11:35:24,11,35,24,AM,Brunch
114859,11:48:59,11,48,59,AM,Brunch
115200,11:52:00,11,52,0,AM,Brunch
115455,11:54:55,11,54,55,AM,Brunch
115633,11:56:33,11,56,33,AM,Brunch
121202,12:12:02,12,12,2,PM,Lunch
132930,13:29:30,13,29,30,PM,Lunch
135302,13:53:02,13,53,2,PM,Lunch
135431,13:54:31,13,54,31,PM,Lunch
141654,14:16:54,14,16,54,PM,Afternoon Snack
144034,14:40:34,14,40,34,PM,Afternoon Snack
145101,14:51:01,14,51,1,PM,Afternoon Snack
145331,14:53:31,14,53,31,PM,Afternoon Snack
151136,15:11:36,15,11,36,PM,Afternoon Snack
151905,15:19:05,15,19,5,PM,Afternoon Snack
155757,15:57:57,15,57,57,PM,Afternoon Snack
162916,16:29:16,16,29,16,PM,Afternoon Snack
163241,16:32:41,16,32,41,PM,Afternoon Snack
163902,16:39:02,16,39,2,PM,Afternoon Snack
165156,16:51:56,16,51,56,PM,Afternoon Snack
165436,16:54:36,16,54,36,PM,Afternoon Snack
170146,17:01:46,17,1,46,PM,Afternoon Snack
170731,17:07:31,17,7,31,PM,Afternoon Snack
171049,17:10:49,17,10,49,PM,Afternoon Snack
171627,17:16:27,17,16,27,PM,Afternoon Snack
172112,17:21:12,17,21,12,PM,Afternoon Snack
172137,17:21:37,17,21,37,PM,Afternoon Snack
172604,17:26:04,17,26,4,PM,Afternoon Snack
172816,17:28:16,17,28,16,PM,Afternoon Snack
172920,17:29:20,17,29,20,PM,Afternoon Snack
173435,17:34:35,17,34,35,PM,Afternoon Snack
174241,17:42:41,17,42,41,PM,Afternoon Snack
174917,17:49:17,17,49,17,PM,Afternoon Snack
175018,17:50:18,17,50,18,PM,Afternoon Snack
175140,17:51:40,17,51,40,PM,Afternoon Snack
175847,17:58:47,17,58,47,PM,Afternoon Snack
180436,18:04:36,18,4,36,PM,Dinner
185004,18:50:04,18,50,4,PM,Dinner
185006,18:50:06,18,50,6,PM,Dinner
185443,18:54:43,18,54,43,PM,Dinner
185826,18:58:26,18,58,26,PM,Dinner
191607,19:16:07,19,16,7,PM,Dinner
192859,19:28:59,19,28,59,PM,Dinner
193007,19:30:07,19,30,7,PM,Dinner
194533,19:45:33,19,45,33,PM,Dinner
195922,19:59:22,19,59,22,PM,Dinner
201422,20:14:22,20,14,22,PM,Evening Snack
204138,20:41:38,20,41,38,PM,Evening Snack
205446,20:54:46,20,54,46,PM,Evening Snack
210221,21:02:21,21,2,21,PM,Evening Snack
210235,21:02:35,21,2,35,PM,Evening Snack
210244,21:02:44,21,2,44,PM,Evening Snack
214407,21:44:07,21,44,7,PM,Evening Snack
214418,21:44:18,21,44,18,PM,Evening Snack
215636,21:56:36,21,56,36,PM,Evening Snack
112037,11:20:37,11,20,37,AM,Brunch
113556,11:35:56,11,35,56,AM,Brunch
114028,11:40:28,11,40,28,AM,Brunch
114704,11:47:04,11,47,4,AM,Brunch
115857,11:58:57,11,58,57,AM,Brunch
120214,12:02:14,12,2,14,PM,Lunch
121621,12:16:21,12,16,21,PM,Lunch
121718,12:17:18,12,17,18,PM,Lunch
121819,12:18:19,12,18,19,PM,Lunch
122323,12:23:23,12,23,23,PM,Lunch
123937,12:39:37,12,39,37,PM,Lunch
124050,12:40:50,12,40,50,PM,Lunch
124647,12:46:47,12,46,47,PM,Lunch
125324,12:53:24,12,53,24,PM,Lunch
125607,12:56:07,12,56,7,PM,Lunch
131248,13:12:48,13,12,48,PM,Lunch
131319,13:13:19,13,13,19,PM,Lunch
134429,13:44:29,13,44,29,PM,Lunch
141946,14:19:46,14,19,46,PM,Afternoon Snack
143907,14:39:07,14,39,7,PM,Afternoon Snack
144720,14:47:20,14,47,20,PM,Afternoon Snack
154610,15:46:10,15,46,10,PM,Afternoon Snack
155806,15:58:06,15,58,6,PM,Afternoon Snack
160131,16:01:31,16,1,31,PM,Afternoon Snack
162334,16:23:34,16,23,34,PM,Afternoon Snack
164353,16:43:53,16,43,53,PM,Afternoon Snack
165714,16:57:14,16,57,14,PM,Afternoon Snack
171237,17:12:37,17,12,37,PM,Afternoon Snack
171302,17:13:02,17,13,2,PM,Afternoon Snack
172714,17:27:14,17,27,14,PM,Afternoon Snack
174725,17:47:25,17,47,25,PM,Afternoon Snack
175400,17:54:00,17,54,0,PM,Afternoon Snack
180329,18:03:29,18,3,29,PM,Dinner
181300,18:13:00,18,13,0,PM,Dinner
181502,18:15:02,18,15,2,PM,Dinner
182106,18:21:06,18,21,6,PM,Dinner
182117,18:21:17,18,21,17,PM,Dinner
182137,18:21:37,18,21,37,PM,Dinner
183705,18:37:05,18,37,5,PM,Dinner
184009,18:40:09,18,40,9,PM,Dinner
192651,19:26:51,19,26,51,PM,Dinner
193517,19:35:17,19,35,17,PM,Dinner
193528,19:35:28,19,35,28,PM,Dinner
193708,19:37:08,19,37,8,PM,Dinner
195349,19:53:49,19,53,49,PM,Dinner
195528,19:55:28,19,55,28,PM,Dinner
204623,20:46:23,20,46,23,PM,Evening Snack
224027,22:40:27,22,40,27,PM,Evening Snack
112402,11:24:02,11,24,2,AM,Brunch
112613,11:26:13,11,26,13,AM,Brunch
114117,11:41:17,11,41,17,AM,Brunch
115154,11:51:54,11,51,54,AM,Brunch
120102,12:01:02,12,1,2,PM,Lunch
120510,12:05:10,12,5,10,PM,Lunch
123355,12:33:55,12,33,55,PM,Lunch
124307,12:43:07,12,43,7,PM,Lunch
125350,12:53:50,12,53,50,PM,Lunch
125828,12:58:28,12,58,28,PM,Lunch
125845,12:58:45,12,58,45,PM,Lunch
130048,13:00:48,13,0,48,PM,Lunch
131408,13:14:08,13,14,8,PM,Lunch
132127,13:21:27,13,21,27,PM,Lunch
132544,13:25:44,13,25,44,PM,Lunch
133120,13:31:20,13,31,20,PM,Lunch
133633,13:36:33,13,36,33,PM,Lunch
134134,13:41:34,13,41,34,PM,Lunch
134742,13:47:42,13,47,42,PM,Lunch
135844,13:58:44,13,58,44,PM,Lunch
140042,14:00:42,14,0,42,PM,Afternoon Snack
140220,14:02:20,14,2,20,PM,Afternoon Snack
140724,14:07:24,14,7,24,PM,Afternoon Snack
141657,14:16:57,14,16,57,PM,Afternoon Snack
142326,14:23:26,14,23,26,PM,Afternoon Snack
143043,14:30:43,14,30,43,PM,Afternoon Snack
152437,15:24:37,15,24,37,PM,Afternoon Snack
152605,15:26:05,15,26,5,PM,Afternoon Snack
160048,16:00:48,16,0,48,PM,Afternoon Snack
164316,16:43:16,16,43,16,PM,Afternoon Snack
165253,16:52:53,16,52,53,PM,Afternoon Snack
165621,16:56:21,16,56,21,PM,Afternoon Snack
170217,17:02:17,17,2,17,PM,Afternoon Snack
172713,17:27:13,17,27,13,PM,Afternoon Snack
173042,17:30:42,17,30,42,PM,Afternoon Snack
173309,17:33:09,17,33,9,PM,Afternoon Snack
173611,17:36:11,17,36,11,PM,Afternoon Snack
173638,17:36:38,17,36,38,PM,Afternoon Snack
174220,17:42:20,17,42,20,PM,Afternoon Snack
175547,17:55:47,17,55,47,PM,Afternoon Snack
180941,18:09:41,18,9,41,PM,Dinner
183926,18:39:26,18,39,26,PM,Dinner
184022,18:40:22,18,40,22,PM,Dinner
184636,18:46:36,18,46,36,PM,Dinner
190332,19:03:32,19,3,32,PM,Dinner
192646,19:26:46,19,26,46,PM,Dinner
194645,19:46:45,19,46,45,PM,Dinner
195706,19:57:06,19,57,6,PM,Dinner
200256,20:02:56,20,2,56,PM,Evening Snack
200409,20:04:09,20,4,9,PM,Evening Snack
204121,20:41:21,20,41,21,PM,Evening Snack
205944,20:59:44,20,59,44,PM,Evening Snack
213031,21:30:31,21,30,31,PM,Evening Snack
215106,21:51:06,21,51,6,PM,Evening Snack
220626,22:06:26,22,6,26,PM,Evening Snack
222014,22:20:14,22,20,14,PM,Evening Snack
222030,22:20:30,22,20,30,PM,Evening Snack
222541,22:25:41,22,25,41,PM,Evening Snack
111858,11:18:58,11,18,58,AM,Brunch
112220,11:22:20,11,22,20,AM,Brunch
113211,11:32:11,11,32,11,AM,Brunch
113941,11:39:41,11,39,41,AM,Brunch
114120,11:41:20,11,41,20,AM,Brunch
120602,12:06:02,12,6,2,PM,Lunch
120659,12:06:59,12,6,59,PM,Lunch
122001,12:20:01,12,20,1,PM,Lunch
122620,12:26:20,12,26,20,PM,Lunch
123203,12:32:03,12,32,3,PM,Lunch
125530,12:55:30,12,55,30,PM,Lunch
130425,13:04:25,13,4,25,PM,Lunch
131012,13:10:12,13,10,12,PM,Lunch
132044,13:20:44,13,20,44,PM,Lunch
133259,13:32:59,13,32,59,PM,Lunch
135114,13:51:14,13,51,14,PM,Lunch
141718,14:17:18,14,17,18,PM,Afternoon Snack
142114,14:21:14,14,21,14,PM,Afternoon Snack
143222,14:32:22,14,32,22,PM,Afternoon Snack
145410,14:54:10,14,54,10,PM,Afternoon Snack
153902,15:39:02,15,39,2,PM,Afternoon Snack
154431,15:44:31,15,44,31,PM,Afternoon Snack
155655,15:56:55,15,56,55,PM,Afternoon Snack
163402,16:34:02,16,34,2,PM,Afternoon Snack
165000,16:50:00,16,50,0,PM,Afternoon Snack
165911,16:59:11,16,59,11,PM,Afternoon Snack
170738,17:07:38,17,7,38,PM,Afternoon Snack
170804,17:08:04,17,8,4,PM,Afternoon Snack
171704,17:17:04,17,17,4,PM,Afternoon Snack
180030,18:00:30,18,0,30,PM,Dinner
180320,18:03:20,18,3,20,PM,Dinner
180939,18:09:39,18,9,39,PM,Dinner
182210,18:22:10,18,22,10,PM,Dinner
183901,18:39:01,18,39,1,PM,Dinner
184305,18:43:05,18,43,5,PM,Dinner
185008,18:50:08,18,50,8,PM,Dinner
185039,18:50:39,18,50,39,PM,Dinner
190000,19:00:00,19,0,0,PM,Dinner
190342,19:03:42,19,3,42,PM,Dinner
195716,19:57:16,19,57,16,PM,Dinner
200726,20:07:26,20,7,26,PM,Evening Snack
200811,20:08:11,20,8,11,PM,Evening Snack
202030,20:20:30,20,20,30,PM,Evening Snack
202748,20:27:48,20,27,48,PM,Evening Snack
203426,20:34:26,20,34,26,PM,Evening Snack
204100,20:41:00,20,41,0,PM,Evening Snack
211725,21:17:25,21,17,25,PM,Evening Snack
213026,21:30:26,21,30,26,PM,Evening Snack
214057,21:40:57,21,40,57,PM,Evening Snack
221502,22:15:02,22,15,2,PM,Evening Snack
224030,22:40:30,22,40,30,PM,Evening Snack
111543,11:15:43,11,15,43,AM,Brunch
113551,11:35:51,11,35,51,AM,Brunch
113910,11:39:10,11,39,10,AM,Brunch
120336,12:03:36,12,3,36,PM,Lunch
122032,12:20:32,12,20,32,PM,Lunch
122149,12:21:49,12,21,49,PM,Lunch
122518,12:25:18,12,25,18,PM,Lunch
123338,12:33:38,12,33,38,PM,Lunch
124031,12:40:31,12,40,31,PM,Lunch
125606,12:56:06,12,56,6,PM,Lunch
130124,13:01:24,13,1,24,PM,Lunch
130903,13:09:03,13,9,3,PM,Lunch
131354,13:13:54,13,13,54,PM,Lunch
131802,13:18:02,13,18,2,PM,Lunch
132256,13:22:56,13,22,56,PM,Lunch
132747,13:27:47,13,27,47,PM,Lunch
133513,13:35:13,13,35,13,PM,Lunch
133711,13:37:11,13,37,11,PM,Lunch
134440,13:44:40,13,44,40,PM,Lunch
140637,14:06:37,14,6,37,PM,Afternoon Snack
141009,14:10:09,14,10,9,PM,Afternoon Snack
141912,14:19:12,14,19,12,PM,Afternoon Snack
143256,14:32:56,14,32,56,PM,Afternoon Snack
145953,14:59:53,14,59,53,PM,Afternoon Snack
150417,15:04:17,15,4,17,PM,Afternoon Snack
150756,15:07:56,15,7,56,PM,Afternoon Snack
152251,15:22:51,15,22,51,PM,Afternoon Snack
152910,15:29:10,15,29,10,PM,Afternoon Snack
153326,15:33:26,15,33,26,PM,Afternoon Snack
154548,15:45:48,15,45,48,PM,Afternoon Snack
164303,16:43:03,16,43,3,PM,Afternoon Snack
164844,16:48:44,16,48,44,PM,Afternoon Snack
172147,17:21:47,17,21,47,PM,Afternoon Snack
172423,17:24:23,17,24,23,PM,Afternoon Snack
172631,17:26:31,17,26,31,PM,Afternoon Snack
173612,17:36:12,17,36,12,PM,Afternoon Snack
173655,17:36:55,17,36,55,PM,Afternoon Snack
173932,17:39:32,17,39,32,PM,Afternoon Snack
174119,17:41:19,17,41,19,PM,Afternoon Snack
181140,18:11:40,18,11,40,PM,Dinner
181319,18:13:19,18,13,19,PM,Dinner
182131,18:21:31,18,21,31,PM,Dinner
183854,18:38:54,18,38,54,PM,Dinner
184906,18:49:06,18,49,6,PM,Dinner
185808,18:58:08,18,58,8,PM,Dinner
190553,19:05:53,19,5,53,PM,Dinner
193824,19:38:24,19,38,24,PM,Dinner
195220,19:52:20,19,52,20,PM,Dinner
195715,19:57:15,19,57,15,PM,Dinner
195723,19:57:23,19,57,23,PM,Dinner
203439,20:34:39,20,34,39,PM,Evening Snack
212734,21:27:34,21,27,34,PM,Evening Snack
213212,21:32:12,21,32,12,PM,Evening Snack
215620,21:56:20,21,56,20,PM,Evening Snack
115336,11:53:36,11,53,36,AM,Brunch
120132,12:01:32,12,1,32,PM,Lunch
120637,12:06:37,12,6,37,PM,Lunch
120954,12:09:54,12,9,54,PM,Lunch
122616,12:26:16,12,26,16,PM,Lunch
122925,12:29:25,12,29,25,PM,Lunch
124523,12:45:23,12,45,23,PM,Lunch
125829,12:58:29,12,58,29,PM,Lunch
125905,12:59:05,12,59,5,PM,Lunch
130702,13:07:02,13,7,2,PM,Lunch
130941,13:09:41,13,9,41,PM,Lunch
131240,13:12:40,13,12,40,PM,Lunch
131528,13:15:28,13,15,28,PM,Lunch
131711,13:17:11,13,17,11,PM,Lunch
132348,13:23:48,13,23,48,PM,Lunch
132412,13:24:12,13,24,12,PM,Lunch
132947,13:29:47,13,29,47,PM,Lunch
133559,13:35:59,13,35,59,PM,Lunch
133752,13:37:52,13,37,52,PM,Lunch
133814,13:38:14,13,38,14,PM,Lunch
134120,13:41:20,13,41,20,PM,Lunch
134858,13:48:58,13,48,58,PM,Lunch
135524,13:55:24,13,55,24,PM,Lunch
135916,13:59:16,13,59,16,PM,Lunch
140614,14:06:14,14,6,14,PM,Afternoon Snack
140819,14:08:19,14,8,19,PM,Afternoon Snack
145429,14:54:29,14,54,29,PM,Afternoon Snack
145508,14:55:08,14,55,8,PM,Afternoon Snack
150745,15:07:45,15,7,45,PM,Afternoon Snack
151447,15:14:47,15,14,47,PM,Afternoon Snack
151615,15:16:15,15,16,15,PM,Afternoon Snack
154643,15:46:43,15,46,43,PM,Afternoon Snack
154851,15:48:51,15,48,51,PM,Afternoon Snack
160958,16:09:58,16,9,58,PM,Afternoon Snack
164625,16:46:25,16,46,25,PM,Afternoon Snack
171025,17:10:25,17,10,25,PM,Afternoon Snack
172746,17:27:46,17,27,46,PM,Afternoon Snack
173534,17:35:34,17,35,34,PM,Afternoon Snack
174209,17:42:09,17,42,9,PM,Afternoon Snack
174515,17:45:15,17,45,15,PM,Afternoon Snack
174920,17:49:20,17,49,20,PM,Afternoon Snack
175422,17:54:22,17,54,22,PM,Afternoon Snack
175709,17:57:09,17,57,9,PM,Afternoon Snack
175721,17:57:21,17,57,21,PM,Afternoon Snack
175801,17:58:01,17,58,1,PM,Afternoon Snack
180447,18:04:47,18,4,47,PM,Dinner
184215,18:42:15,18,42,15,PM,Dinner
190148,19:01:48,19,1,48,PM,Dinner
191704,19:17:04,19,17,4,PM,Dinner
191917,19:19:17,19,19,17,PM,Dinner
192634,19:26:34,19,26,34,PM,Dinner
193658,19:36:58,19,36,58,PM,Dinner
194212,19:42:12,19,42,12,PM,Dinner
195117,19:51:17,19,51,17,PM,Dinner
200343,20:03:43,20,3,43,PM,Evening Snack
200645,20:06:45,20,6,45,PM,Evening Snack
201213,20:12:13,20,12,13,PM,Evening Snack
201243,20:12:43,20,12,43,PM,Evening Snack
202225,20:22:25,20,22,25,PM,Evening Snack
204509,20:45:09,20,45,9,PM,Evening Snack
204739,20:47:39,20,47,39,PM,Evening Snack
210216,21:02:16,21,2,16,PM,Evening Snack
211434,21:14:34,21,14,34,PM,Evening Snack
212846,21:28:46,21,28,46,PM,Evening Snack
213646,21:36:46,21,36,46,PM,Evening Snack
213919,21:39:19,21,39,19,PM,Evening Snack
221107,22:11:07,22,11,7,PM,Evening Snack
221220,22:12:20,22,12,20,PM,Evening Snack
221715,22:17:15,22,17,15,PM,Evening Snack
114329,11:43:29,11,43,29,AM,Brunch
120427,12:04:27,12,4,27,PM,Lunch
122318,12:23:18,12,23,18,PM,Lunch
123515,12:35:15,12,35,15,PM,Lunch
123730,12:37:30,12,37,30,PM,Lunch
124343,12:43:43,12,43,43,PM,Lunch
124407,12:44:07,12,44,7,PM,Lunch
124936,12:49:36,12,49,36,PM,Lunch
125721,12:57:21,12,57,21,PM,Lunch
125913,12:59:13,12,59,13,PM,Lunch
132012,13:20:12,13,20,12,PM,Lunch
134251,13:42:51,13,42,51,PM,Lunch
140329,14:03:29,14,3,29,PM,Afternoon Snack
140459,14:04:59,14,4,59,PM,Afternoon Snack
144155,14:41:55,14,41,55,PM,Afternoon Snack
150739,15:07:39,15,7,39,PM,Afternoon Snack
151002,15:10:02,15,10,2,PM,Afternoon Snack
151134,15:11:34,15,11,34,PM,Afternoon Snack
151231,15:12:31,15,12,31,PM,Afternoon Snack
152530,15:25:30,15,25,30,PM,Afternoon Snack
152600,15:26:00,15,26,0,PM,Afternoon Snack
153724,15:37:24,15,37,24,PM,Afternoon Snack
154120,15:41:20,15,41,20,PM,Afternoon Snack
161223,16:12:23,16,12,23,PM,Afternoon Snack
163210,16:32:10,16,32,10,PM,Afternoon Snack
163719,16:37:19,16,37,19,PM,Afternoon Snack
164525,16:45:25,16,45,25,PM,Afternoon Snack
164637,16:46:37,16,46,37,PM,Afternoon Snack
171604,17:16:04,17,16,4,PM,Afternoon Snack
172620,17:26:20,17,26,20,PM,Afternoon Snack
172857,17:28:57,17,28,57,PM,Afternoon Snack
173027,17:30:27,17,30,27,PM,Afternoon Snack
175451,17:54:51,17,54,51,PM,Afternoon Snack
181142,18:11:42,18,11,42,PM,Dinner
181232,18:12:32,18,12,32,PM,Dinner
181349,18:13:49,18,13,49,PM,Dinner
181534,18:15:34,18,15,34,PM,Dinner
182828,18:28:28,18,28,28,PM,Dinner
184753,18:47:53,18,47,53,PM,Dinner
190750,19:07:50,19,7,50,PM,Dinner
191659,19:16:59,19,16,59,PM,Dinner
192102,19:21:02,19,21,2,PM,Dinner
192520,19:25:20,19,25,20,PM,Dinner
192914,19:29:14,19,29,14,PM,Dinner
194607,19:46:07,19,46,7,PM,Dinner
195920,19:59:20,19,59,20,PM,Dinner
201237,20:12:37,20,12,37,PM,Evening Snack
203512,20:35:12,20,35,12,PM,Evening Snack
204010,20:40:10,20,40,10,PM,Evening Snack
214543,21:45:43,21,45,43,PM,Evening Snack
215056,21:50:56,21,50,56,PM,Evening Snack
215936,21:59:36,21,59,36,PM,Evening Snack
221402,22:14:02,22,14,2,PM,Evening Snack
225511,22:55:11,22,55,11,PM,Evening Snack
230524,23:05:24,23,5,24,PM,Late Night
114025,11:40:25,11,40,25,AM,Brunch
123919,12:39:19,12,39,19,PM,Lunch
124049,12:40:49,12,40,49,PM,Lunch
130228,13:02:28,13,2,28,PM,Lunch
131107,13:11:07,13,11,7,PM,Lunch
134006,13:40:06,13,40,6,PM,Lunch
151659,15:16:59,15,16,59,PM,Afternoon Snack
152604,15:26:04,15,26,4,PM,Afternoon Snack
154107,15:41:07,15,41,7,PM,Afternoon Snack
155509,15:55:09,15,55,9,PM,Afternoon Snack
155959,15:59:59,15,59,59,PM,Afternoon Snack
160350,16:03:50,16,3,50,PM,Afternoon Snack
162312,16:23:12,16,23,12,PM,Afternoon Snack
162323,16:23:23,16,23,23,PM,Afternoon Snack
163434,16:34:34,16,34,34,PM,Afternoon Snack
164227,16:42:27,16,42,27,PM,Afternoon Snack
170052,17:00:52,17,0,52,PM,Afternoon Snack
174421,17:44:21,17,44,21,PM,Afternoon Snack
182837,18:28:37,18,28,37,PM,Dinner
185753,18:57:53,18,57,53,PM,Dinner
193423,19:34:23,19,34,23,PM,Dinner
